"assembled_transcript","Pru_locus"
"TR15043-c0_g1_i1","Pc16g00400"
"TR13079-c0_g1_i1","Pc16g00400"
"TR6880-c0_g1_i1","Pc16g00470"
"TR5080-c0_g1_i1","Pc16g00470"
"TR7479-c0_g1_i1","Pc16g00470"
"TR3769-c0_g1_i1","Pc16g00470"
"TR826-c0_g1_i1","Pc16g00470"
"TR7260-c0_g1_i1","Pc16g00620"
"TR214-c0_g1_i1","Pc16g00620"
"TR14623-c0_g1_i1","Pc16g00620"
"TR9914-c0_g1_i1","Pc16g00620"
"TR9393-c0_g1_i1","Pc16g00620"
"TR12817-c0_g1_i1","Pc16g00630"
"TR10430-c0_g1_i1","Pc16g00630"
"TR7083-c0_g1_i1","Pc16g00630"
"TR9684-c4_g1_i1","Pc16g00630"
"TR15212-c0_g1_i1","Pc16g00630"
"TR12937-c0_g1_i1","Pc16g00640"
"TR1387-c0_g1_i1","Pc16g00640"
"TR3617-c0_g1_i1","Pc16g00640"
"TR8232-c0_g1_i1","Pc16g00640"
"TR8270-c1_g1_i1","Pc16g00640"
"TR2757-c0_g1_i1","Pc16g00640"
"TR2763-c0_g1_i1","Pc16g00640"
"TR12258-c0_g1_i1","Pc16g00660"
"TR4152-c0_g1_i1","Pc16g00700"
"TR6340-c0_g1_i1","Pc16g00700"
"TR11600-c0_g1_i1","Pc16g00700"
"TR11600-c0_g2_i1","Pc16g00700"
"TR13131-c0_g1_i1","Pc16g00720"
"TR7328-c0_g1_i1","Pc16g00720"
"TR4752-c0_g1_i1","Pc16g00720"
"TR7128-c0_g1_i1","Pc16g00720"
"TR15102-c0_g1_i1","Pc16g00720"
"TR15098-c0_g1_i1","Pc16g00720"
"TR8375-c0_g1_i1","Pc16g00720"
"TR9016-c0_g1_i1","Pc16g00720"
"TR7417-c0_g1_i1","Pc16g00720"
"TR3795-c0_g1_i1","Pc16g00720"
"TR12830-c0_g1_i1","Pc16g00730"
"TR11552-c1_g1_i1","Pc16g00740"
"TR12959-c0_g1_i1","Pc16g00770"
"TR9658-c0_g1_i1","Pc16g00770"
"TR4575-c0_g1_i1","Pc16g00930"
"TR162-c0_g1_i1","Pc16g00990"
"TR7195-c0_g1_i1","Pc16g01030"
"TR7068-c0_g1_i1","Pc16g01040"
"TR7366-c0_g1_i1","Pc16g01060"
"TR12597-c0_g1_i1","Pc16g01060"
"TR2251-c0_g1_i1","Pc16g01060"
"TR4358-c0_g1_i1","Pc16g01080"
"TR7425-c0_g1_i1","Pc16g01080"
"TR5869-c0_g2_i1","Pc16g01110"
"TR5869-c0_g1_i1","Pc16g01110"
"TR8377-c0_g1_i1","Pc16g01140"
"TR12400-c0_g1_i1","Pc16g01160"
"TR4892-c0_g1_i1","Pc16g01170"
"TR3946-c0_g1_i1","Pc16g01170"
"TR10811-c0_g1_i1","Pc16g01180"
"TR13764-c0_g1_i1","Pc16g01190"
"TR13499-c0_g1_i1","Pc16g01190"
"TR5796-c0_g1_i1","Pc16g01200"
"TR13015-c0_g2_i1","Pc16g01220"
"TR13015-c0_g1_i1","Pc16g01220"
"TR1692-c0_g1_i1","Pc16g01700"
"TR7429-c0_g1_i1","Pc16g01720"
"TR13322-c0_g1_i1","Pc16g01720"
"TR2852-c0_g1_i1","Pc16g01720"
"TR14774-c0_g1_i1","Pc16g01730"
"TR7175-c0_g1_i1","Pc16g01790"
"TR12742-c0_g1_i1","Pc16g01820"
"TR12999-c0_g1_i1","Pc16g01830"
"TR13848-c0_g1_i1","Pc16g01850"
"TR5209-c0_g1_i1","Pc16g01860"
"TR13038-c0_g1_i1","Pc16g01870"
"TR13772-c0_g1_i1","Pc16g01900"
"TR2499-c0_g1_i1","Pc16g01970"
"TR12640-c0_g1_i1","Pc16g01980"
"TR10692-c0_g1_i1","Pc16g01980"
"TR5931-c0_g1_i1","Pc16g01980"
"TR12741-c0_g1_i1","Pc16g01990"
"TR10084-c0_g1_i1","Pc16g02000"
"TR7234-c0_g1_i1","Pc16g02020"
"TR6674-c0_g1_i1","Pc16g02040"
"TR15003-c0_g1_i1","Pc16g02050"
"TR11076-c0_g1_i1","Pc16g02050"
"TR5822-c1_g1_i1","Pc16g02090"
"TR5822-c0_g1_i1","Pc16g02090"
"TR13892-c0_g1_i1","Pc16g02100"
"TR12836-c0_g1_i1","Pc16g02100"
"TR13855-c0_g1_i1","Pc16g02130"
"TR12955-c0_g1_i1","Pc16g02140"
"TR7125-c0_g1_i1","Pc16g02150"
"TR1976-c0_g1_i1","Pc16g02150"
"TR627-c0_g1_i1","Pc16g02160"
"TR14026-c0_g1_i1","Pc16g02200"
"TR5826-c0_g1_i1","Pc16g02210"
"TR9591-c0_g1_i1","Pc16g02300"
"TR12271-c0_g1_i1","Pc16g02320"
"TR10967-c0_g1_i1","Pc16g02330"
"TR10967-c1_g1_i1","Pc16g02330"
"TR3904-c0_g1_i1","Pc16g02350"
"TR5125-c0_g1_i1","Pc16g02350"
"TR3134-c0_g1_i1","Pc16g02360"
"TR10688-c0_g1_i1","Pc16g02380"
"TR14057-c0_g1_i1","Pc16g02410"
"TR3762-c1_g1_i1","Pc16g02420"
"TR6957-c0_g2_i1","Pc16g02430"
"TR11809-c0_g1_i1","Pc16g02430"
"TR6957-c0_g1_i1","Pc16g02430"
"TR7124-c0_g1_i1","Pc16g02460"
"TR13937-c0_g1_i1","Pc16g02470"
"TR2351-c0_g1_i1","Pc16g02480"
"TR15183-c0_g1_i1","Pc16g02480"
"TR10921-c0_g1_i1","Pc16g02520"
"TR11556-c0_g1_i1","Pc16g02540"
"TR2949-c0_g1_i1","Pc16g02590"
"TR4992-c1_g1_i1","Pc16g02610"
"TR11203-c0_g1_i1","Pc16g02630"
"TR4038-c0_g1_i1","Pc16g02650"
"TR8107-c0_g1_i1","Pc16g02670"
"TR10900-c0_g1_i1","Pc16g02670"
"TR6524-c0_g1_i1","Pc16g02670"
"TR8635-c0_g1_i1","Pc16g02670"
"TR771-c0_g1_i1","Pc16g02670"
"TR9277-c0_g1_i1","Pc16g02670"
"TR14329-c0_g1_i1","Pc16g02670"
"TR13797-c0_g1_i1","Pc16g02730"
"TR13232-c1_g1_i1","Pc16g02760"
"TR11856-c0_g1_i1","Pc16g02760"
"TR13993-c0_g1_i1","Pc16g02770"
"TR12614-c0_g1_i1","Pc16g02780"
"TR9745-c0_g1_i1","Pc16g02790"
"TR11464-c0_g1_i1","Pc16g02820"
"TR11651-c1_g1_i1","Pc16g02940"
"TR11873-c0_g1_i1","Pc16g02950"
"TR9861-c0_g1_i1","Pc16g02950"
"TR3070-c0_g1_i1","Pc16g02950"
"TR2570-c0_g1_i1","Pc16g02950"
"TR2134-c0_g1_i1","Pc16g03060"
"TR3503-c0_g1_i1","Pc16g03110"
"TR6532-c0_g1_i1","Pc16g03260"
"TR7131-c0_g1_i1","Pc16g03300"
"TR7117-c0_g1_i1","Pc16g03360"
"TR10819-c0_g1_i1","Pc16g03380"
"TR3739-c0_g1_i1","Pc16g03380"
"TR3699-c0_g1_i1","Pc16g03410"
"TR9049-c0_g1_i1","Pc16g03670"
"TR2590-c0_g1_i1","Pc16g03670"
"TR5038-c0_g1_i1","Pc16g03670"
"TR11616-c0_g1_i1","Pc16g03680"
"TR9493-c0_g1_i1","Pc16g03810"
"TR12924-c1_g1_i1","Pc16g03810"
"TR5072-c0_g1_i1","Pc16g03820"
"TR4232-c0_g1_i1","Pc16g03860"
"TR1199-c0_g1_i1","Pc16g03900"
"TR9830-c0_g1_i1","Pc16g03910"
"TR3379-c0_g1_i1","Pc16g03970"
"TR13865-c0_g1_i1","Pc16g04040"
"TR11420-c0_g1_i1","Pc16g04060"
"TR10072-c0_g1_i1","Pc16g04070"
"TR12771-c0_g1_i1","Pc16g04100"
"TR13276-c0_g1_i1","Pc16g04120"
"TR793-c0_g1_i1","Pc16g04140"
"TR14708-c0_g1_i1","Pc16g04140"
"TR12559-c0_g1_i1","Pc16g04150"
"TR2337-c0_g1_i1","Pc16g04170"
"TR6735-c0_g1_i1","Pc16g04170"
"TR13208-c0_g1_i1","Pc16g04170"
"TR9335-c0_g1_i1","Pc16g04240"
"TR9475-c0_g1_i1","Pc16g04350"
"TR15235-c0_g1_i1","Pc16g04350"
"TR448-c0_g1_i1","Pc16g04360"
"TR12688-c0_g1_i1","Pc16g04380"
"TR1746-c0_g1_i1","Pc16g04390"
"TR1842-c0_g1_i1","Pc16g04460"
"TR13002-c0_g1_i1","Pc16g04480"
"TR3715-c0_g1_i1","Pc16g04480"
"TR13841-c0_g1_i1","Pc16g04490"
"TR12711-c0_g1_i1","Pc16g04490"
"TR13841-c1_g1_i1","Pc16g04490"
"TR5331-c0_g1_i1","Pc16g04560"
"TR8556-c0_g1_i1","Pc16g04560"
"TR2447-c0_g1_i1","Pc16g04570"
"TR6908-c0_g1_i1","Pc16g04580"
"TR6295-c0_g1_i1","Pc16g04590"
"TR5703-c0_g1_i1","Pc16g04610"
"TR10142-c0_g1_i1","Pc16g04630"
"TR6091-c0_g1_i1","Pc16g04670"
"TR99-c0_g1_i1","Pc16g04710"
"TR10909-c0_g1_i1","Pc16g04730"
"TR3926-c0_g1_i1","Pc16g04740"
"TR301-c0_g1_i1","Pc16g04760"
"TR12620-c0_g1_i1","Pc16g04770"
"TR9383-c0_g1_i1","Pc16g04800"
"TR14619-c0_g1_i1","Pc16g04800"
"TR3678-c0_g1_i1","Pc16g04810"
"TR6062-c0_g1_i1","Pc16g04820"
"TR4588-c1_g1_i1","Pc16g04830"
"TR8492-c0_g1_i1","Pc16g04830"
"TR7493-c0_g1_i1","Pc16g04920"
"TR1704-c0_g1_i1","Pc16g04930"
"TR13250-c0_g1_i1","Pc16g04940"
"TR2458-c0_g1_i1","Pc16g05030"
"TR8808-c0_g1_i1","Pc16g05080"
"TR491-c0_g1_i1","Pc16g05120"
"TR9811-c1_g1_i1","Pc16g05200"
"TR7221-c0_g1_i1","Pc16g05230"
"TR2098-c0_g1_i1","Pc16g05260"
"TR2906-c0_g1_i1","Pc16g05380"
"TR10336-c0_g1_i1","Pc16g05380"
"TR14103-c0_g1_i1","Pc16g05380"
"TR14811-c0_g1_i1","Pc16g05380"
"TR6480-c0_g1_i1","Pc16g05380"
"TR14887-c0_g1_i1","Pc16g05380"
"TR5472-c1_g1_i1","Pc16g05440"
"TR3449-c0_g1_i1","Pc16g05560"
"TR7206-c0_g1_i1","Pc16g05590"
"TR13736-c0_g1_i1","Pc16g05610"
"TR9609-c0_g1_i1","Pc16g05630"
"TR5823-c0_g1_i1","Pc16g05650"
"TR2010-c1_g1_i1","Pc16g05670"
"TR5167-c0_g1_i1","Pc16g05670"
"TR2010-c0_g1_i1","Pc16g05670"
"TR9455-c0_g1_i1","Pc16g05680"
"TR5642-c0_g1_i1","Pc16g05850"
"TR12256-c1_g1_i1","Pc16g05850"
"TR12256-c0_g1_i1","Pc16g05850"
"TR9136-c0_g1_i1","Pc16g05860"
"TR8532-c0_g1_i1","Pc16g06000"
"TR8532-c0_g2_i1","Pc16g06000"
"TR1800-c0_g1_i1","Pc16g06010"
"TR14872-c0_g1_i1","Pc16g06130"
"TR3315-c0_g1_i1","Pc16g06150"
"TR14357-c0_g1_i1","Pc16g06170"
"TR4919-c0_g1_i1","Pc16g06200"
"TR13302-c0_g1_i1","Pc16g06210"
"TR14759-c0_g1_i1","Pc16g06220"
"TR12257-c0_g1_i1","Pc16g06270"
"TR13497-c0_g1_i1","Pc16g06290"
"TR4596-c0_g1_i1","Pc16g06310"
"TR9877-c0_g1_i1","Pc16g06320"
"TR13262-c0_g1_i1","Pc16g06360"
"TR4802-c0_g1_i1","Pc16g06360"
"TR11375-c2_g1_i1","Pc16g06360"
"TR9459-c0_g1_i1","Pc16g06360"
"TR11375-c0_g1_i1","Pc16g06360"
"TR3523-c0_g1_i1","Pc16g06360"
"TR11033-c0_g1_i1","Pc16g06360"
"TR3521-c0_g1_i1","Pc16g06450"
"TR13714-c0_g1_i1","Pc16g06520"
"TR3937-c0_g1_i1","Pc16g06530"
"TR6668-c0_g1_i1","Pc16g06540"
"TR12391-c0_g1_i1","Pc16g06560"
"TR7034-c0_g1_i1","Pc16g06600"
"TR3814-c0_g1_i1","Pc16g06600"
"TR11155-c0_g1_i1","Pc16g06600"
"TR13635-c0_g1_i1","Pc16g06680"
"TR12002-c0_g1_i1","Pc16g06700"
"TR9445-c0_g1_i1","Pc16g06700"
"TR1538-c0_g1_i1","Pc16g06700"
"TR2627-c0_g1_i1","Pc16g06750"
"TR7454-c0_g1_i1","Pc16g06840"
"TR5103-c0_g1_i1","Pc16g06840"
"TR7454-c1_g1_i1","Pc16g06840"
"TR6698-c0_g1_i1","Pc16g06870"
"TR10678-c0_g1_i1","Pc16g06950"
"TR10130-c0_g1_i1","Pc16g06960"
"TR11457-c0_g1_i1","Pc16g07070"
"TR12829-c0_g1_i1","Pc16g07360"
"TR2043-c0_g1_i1","Pc16g07360"
"TR11054-c0_g1_i1","Pc16g07360"
"TR12380-c0_g1_i1","Pc16g07460"
"TR1224-c0_g1_i1","Pc16g07460"
"TR9867-c0_g1_i1","Pc16g07460"
"TR10902-c0_g1_i1","Pc16g07460"
"TR14138-c0_g1_i1","Pc16g07470"
"TR4915-c0_g1_i1","Pc16g07550"
"TR10834-c0_g1_i1","Pc16g07580"
"TR4391-c0_g1_i1","Pc16g07600"
"TR14921-c0_g1_i1","Pc16g07600"
"TR1663-c0_g1_i1","Pc16g07680"
"TR10592-c0_g2_i1","Pc16g07700"
"TR10592-c0_g1_i1","Pc16g07700"
"TR14419-c0_g1_i1","Pc16g07740"
"TR12880-c0_g1_i1","Pc16g07760"
"TR8439-c0_g1_i1","Pc16g07760"
"TR12298-c0_g1_i1","Pc16g07760"
"TR11321-c0_g1_i1","Pc16g07780"
"TR3599-c0_g1_i1","Pc16g07790"
"TR13785-c0_g1_i1","Pc16g07800"
"TR2860-c0_g1_i1","Pc16g07800"
"TR13503-c0_g1_i1","Pc16g07800"
"TR14705-c0_g1_i1","Pc16g07860"
"TR14415-c0_g1_i1","Pc16g07870"
"TR10302-c0_g1_i1","Pc16g07900"
"TR3929-c0_g1_i1","Pc16g07930"
"TR11223-c0_g1_i1","Pc16g07930"
"TR12967-c0_g1_i1","Pc16g07930"
"TR91-c0_g1_i1","Pc16g07950"
"TR4187-c0_g1_i1","Pc16g07950"
"TR9289-c0_g1_i1","Pc16g07950"
"TR5388-c0_g1_i1","Pc16g07950"
"TR7604-c0_g1_i1","Pc16g07950"
"TR1693-c0_g1_i1","Pc16g07950"
"TR3326-c0_g1_i1","Pc16g07950"
"TR13080-c0_g1_i1","Pc16g08100"
"TR13027-c0_g1_i1","Pc16g08190"
"TR331-c0_g1_i1","Pc16g08210"
"TR331-c0_g2_i1","Pc16g08210"
"TR6898-c0_g1_i1","Pc16g08220"
"TR4735-c0_g1_i1","Pc16g08260"
"TR11043-c0_g1_i1","Pc16g08280"
"TR7472-c1_g1_i1","Pc16g08300"
"TR7472-c0_g1_i1","Pc16g08300"
"TR5537-c0_g1_i1","Pc16g08320"
"TR11001-c0_g1_i1","Pc16g08330"
"TR12198-c0_g1_i1","Pc16g08340"
"TR9657-c0_g1_i1","Pc16g08350"
"TR8177-c0_g1_i1","Pc16g08380"
"TR4410-c0_g1_i1","Pc16g08390"
"TR11405-c0_g1_i1","Pc16g08400"
"TR14805-c0_g1_i1","Pc16g08430"
"TR5572-c0_g1_i1","Pc16g08440"
"TR6699-c0_g1_i1","Pc16g08440"
"TR7174-c0_g1_i1","Pc16g08460"
"TR10690-c0_g1_i1","Pc16g08460"
"TR4374-c0_g1_i1","Pc16g08470"
"TR5156-c0_g1_i1","Pc16g08500"
"TR626-c0_g1_i1","Pc16g08530"
"TR4664-c0_g1_i1","Pc16g08570"
"TR4823-c0_g1_i1","Pc16g08570"
"TR9485-c0_g1_i1","Pc16g08570"
"TR4987-c0_g1_i1","Pc16g08570"
"TR8945-c0_g1_i1","Pc16g08570"
"TR9157-c0_g1_i1","Pc16g08570"
"TR8601-c0_g1_i1","Pc16g08610"
"TR7356-c0_g1_i1","Pc16g08610"
"TR7-c0_g1_i1","Pc16g08640"
"TR15211-c0_g1_i1","Pc16g08660"
"TR9654-c0_g1_i1","Pc16g08670"
"TR915-c0_g1_i1","Pc16g08690"
"TR12293-c0_g1_i1","Pc16g08690"
"TR11055-c0_g1_i1","Pc16g08690"
"TR12905-c0_g1_i1","Pc16g08700"
"TR11409-c0_g1_i1","Pc16g08700"
"TR8494-c0_g1_i1","Pc16g08700"
"TR1525-c0_g1_i1","Pc16g08700"
"TR13020-c0_g1_i1","Pc16g08830"
"TR2236-c0_g1_i1","Pc16g08870"
"TR9361-c0_g1_i1","Pc16g08880"
"TR1835-c0_g1_i1","Pc16g08880"
"TR8428-c0_g1_i1","Pc16g08890"
"TR10728-c0_g1_i1","Pc16g08890"
"TR4269-c0_g1_i1","Pc16g08890"
"TR7151-c1_g1_i1","Pc16g08890"
"TR7151-c0_g1_i1","Pc16g08890"
"TR3322-c0_g1_i1","Pc16g08900"
"TR2755-c0_g1_i1","Pc16g08900"
"TR11563-c0_g1_i1","Pc16g08920"
"TR9715-c0_g1_i1","Pc16g08950"
"TR11170-c0_g1_i1","Pc16g08960"
"TR11661-c0_g1_i1","Pc16g09000"
"TR15268-c0_g1_i1","Pc16g09020"
"TR13482-c0_g1_i1","Pc16g09030"
"TR4011-c0_g2_i1","Pc16g09030"
"TR4011-c0_g1_i1","Pc16g09030"
"TR1310-c0_g1_i1","Pc16g09030"
"TR3400-c0_g1_i1","Pc16g09090"
"TR15198-c1_g1_i1","Pc16g09090"
"TR1856-c0_g1_i1","Pc16g09090"
"TR15241-c0_g1_i1","Pc16g09090"
"TR6338-c0_g1_i1","Pc16g09140"
"TR5922-c0_g1_i1","Pc16g09160"
"TR7110-c0_g1_i1","Pc16g09180"
"TR3763-c0_g1_i1","Pc16g09210"
"TR2873-c0_g1_i1","Pc16g09230"
"TR12423-c0_g1_i1","Pc16g09250"
"TR705-c0_g1_i1","Pc16g09260"
"TR14769-c0_g1_i1","Pc16g09270"
"TR8462-c0_g1_i1","Pc16g09270"
"TR13928-c0_g1_i1","Pc16g09290"
"TR322-c0_g1_i1","Pc16g09320"
"TR109-c0_g1_i1","Pc16g09370"
"TR14861-c0_g1_i1","Pc16g09390"
"TR7856-c0_g1_i1","Pc16g09400"
"TR14156-c0_g1_i1","Pc16g09400"
"TR2523-c0_g1_i1","Pc16g09510"
"TR6464-c0_g1_i1","Pc16g09590"
"TR7627-c1_g1_i1","Pc16g09590"
"TR4002-c0_g1_i1","Pc16g09600"
"TR2275-c0_g1_i1","Pc16g09620"
"TR5546-c0_g1_i1","Pc16g09650"
"TR8229-c0_g1_i1","Pc16g09650"
"TR8508-c0_g1_i1","Pc16g09650"
"TR11721-c0_g1_i1","Pc16g09650"
"TR2704-c0_g1_i1","Pc16g09660"
"TR1649-c0_g1_i1","Pc16g09670"
"TR745-c0_g1_i1","Pc16g09710"
"TR8148-c0_g1_i1","Pc16g09800"
"TR1248-c1_g1_i1","Pc16g09810"
"TR14416-c0_g1_i1","Pc16g09820"
"TR14646-c0_g1_i1","Pc16g09840"
"TR14149-c0_g1_i1","Pc16g09860"
"TR4633-c0_g1_i1","Pc16g09910"
"TR1991-c0_g1_i1","Pc16g09910"
"TR13686-c0_g1_i1","Pc16g09910"
"TR14880-c0_g1_i1","Pc16g09910"
"TR5482-c0_g1_i1","Pc16g09910"
"TR2834-c0_g1_i1","Pc16g09960"
"TR303-c0_g1_i1","Pc16g09960"
"TR7252-c0_g1_i1","Pc16g09960"
"TR12651-c0_g1_i1","Pc16g09970"
"TR157-c0_g1_i1","Pc16g09970"
"TR9173-c0_g1_i1","Pc16g09980"
"TR297-c0_g1_i1","Pc16g09980"
"TR5241-c0_g1_i1","Pc16g10010"
"TR3712-c1_g1_i1","Pc16g10020"
"TR4732-c0_g1_i1","Pc16g10060"
"TR8172-c0_g1_i1","Pc16g10060"
"TR3181-c0_g1_i1","Pc16g10060"
"TR7693-c0_g1_i1","Pc16g10060"
"TR7237-c0_g1_i1","Pc16g10060"
"TR13242-c0_g1_i1","Pc16g10080"
"TR5530-c0_g1_i1","Pc16g10090"
"TR6470-c0_g1_i1","Pc16g10090"
"TR14753-c0_g1_i1","Pc16g10100"
"TR9704-c0_g1_i1","Pc16g10110"
"TR14874-c0_g1_i1","Pc16g10120"
"TR10073-c0_g1_i1","Pc16g10150"
"TR14385-c0_g1_i1","Pc16g10160"
"TR9325-c0_g1_i1","Pc16g10170"
"TR12610-c0_g1_i1","Pc16g10170"
"TR6506-c0_g1_i1","Pc16g10190"
"TR14127-c0_g1_i1","Pc16g10200"
"TR1804-c0_g1_i1","Pc16g10280"
"TR994-c0_g1_i1","Pc16g10300"
"TR12594-c0_g1_i1","Pc16g10310"
"TR927-c0_g1_i1","Pc16g10320"
"TR6303-c0_g1_i1","Pc16g10320"
"TR11031-c0_g1_i1","Pc16g10320"
"TR2308-c0_g1_i1","Pc16g10320"
"TR6238-c0_g1_i1","Pc16g10320"
"TR9718-c0_g1_i1","Pc16g10330"
"TR7377-c0_g1_i1","Pc16g10350"
"TR5689-c0_g1_i1","Pc16g10360"
"TR1715-c0_g1_i1","Pc16g10360"
"TR8133-c0_g1_i1","Pc16g10370"
"TR13233-c0_g1_i1","Pc16g10380"
"TR11720-c0_g1_i1","Pc16g10390"
"TR11720-c0_g2_i1","Pc16g10390"
"TR1881-c0_g1_i1","Pc16g10400"
"TR1241-c0_g1_i1","Pc16g10400"
"TR1192-c0_g1_i1","Pc16g10440"
"TR2346-c0_g1_i1","Pc16g10450"
"TR6310-c0_g1_i1","Pc16g10460"
"TR12704-c0_g1_i1","Pc16g10470"
"TR11365-c0_g1_i1","Pc16g10480"
"TR1474-c0_g1_i1","Pc16g10490"
"TR6602-c0_g1_i1","Pc16g10490"
"TR4018-c0_g1_i1","Pc16g10500"
"TR4584-c0_g1_i1","Pc16g10500"
"TR7927-c0_g1_i1","Pc16g10500"
"TR9644-c1_g1_i1","Pc16g10510"
"TR3013-c0_g1_i1","Pc16g10520"
"TR10377-c0_g1_i1","Pc16g10540"
"TR9586-c0_g1_i1","Pc16g10560"
"TR9760-c0_g1_i1","Pc16g10610"
"TR9118-c0_g1_i1","Pc16g10650"
"TR8614-c0_g1_i1","Pc16g10650"
"TR12976-c0_g1_i1","Pc16g10690"
"TR1841-c0_g1_i1","Pc16g10780"
"TR2274-c0_g1_i1","Pc16g10810"
"TR5615-c0_g1_i1","Pc16g10810"
"TR3586-c0_g1_i1","Pc16g10810"
"TR2312-c0_g1_i1","Pc16g10810"
"TR9356-c0_g1_i1","Pc16g10810"
"TR1478-c0_g1_i1","Pc16g10810"
"TR9934-c0_g1_i1","Pc16g10810"
"TR6855-c2_g1_i1","Pc16g10810"
"TR6799-c0_g1_i1","Pc16g10810"
"TR9619-c0_g1_i1","Pc16g10890"
"TR9593-c0_g1_i1","Pc16g10940"
"TR4266-c0_g1_i1","Pc16g10940"
"TR3987-c0_g1_i1","Pc16g10950"
"TR535-c0_g1_i1","Pc16g10990"
"TR2662-c0_g1_i1","Pc16g11000"
"TR3821-c0_g1_i1","Pc16g11000"
"TR13058-c0_g1_i1","Pc16g11000"
"TR3121-c0_g1_i1","Pc16g11000"
"TR28-c0_g1_i1","Pc16g11000"
"TR6488-c0_g1_i1","Pc16g11000"
"TR9402-c0_g1_i1","Pc16g11000"
"TR347-c0_g1_i1","Pc16g11030"
"TR5835-c0_g1_i1","Pc16g11070"
"TR5507-c0_g1_i1","Pc16g11100"
"TR5936-c0_g1_i1","Pc16g11100"
"TR4436-c0_g1_i1","Pc16g11110"
"TR9524-c0_g1_i1","Pc16g11250"
"TR14491-c0_g2_i1","Pc16g11250"
"TR1779-c0_g1_i1","Pc16g11250"
"TR9969-c0_g1_i1","Pc16g11250"
"TR3264-c0_g1_i1","Pc16g11250"
"TR5907-c0_g1_i1","Pc16g11250"
"TR10963-c0_g1_i1","Pc16g11250"
"TR11063-c0_g1_i1","Pc16g11250"
"TR11790-c0_g1_i1","Pc16g11250"
"TR3264-c2_g1_i1","Pc16g11250"
"TR8454-c0_g1_i1","Pc16g11250"
"TR15237-c0_g1_i1","Pc16g11250"
"TR3264-c1_g1_i1","Pc16g11250"
"TR11287-c0_g1_i1","Pc16g11250"
"TR14491-c0_g1_i1","Pc16g11250"
"TR8432-c0_g1_i1","Pc16g11250"
"TR328-c0_g1_i1","Pc16g11250"
"TR12469-c0_g1_i1","Pc16g11250"
"TR182-c0_g1_i1","Pc16g11250"
"TR13749-c0_g1_i1","Pc16g11250"
"TR1311-c0_g1_i1","Pc16g11320"
"TR10168-c0_g1_i1","Pc16g11350"
"TR2285-c0_g1_i1","Pc16g11360"
"TR14067-c1_g1_i1","Pc16g11400"
"TR2248-c1_g1_i1","Pc16g11400"
"TR3020-c0_g1_i1","Pc16g11400"
"TR4590-c0_g1_i1","Pc16g11500"
"TR5966-c0_g1_i1","Pc16g11500"
"TR8160-c0_g1_i1","Pc16g11500"
"TR9250-c0_g1_i1","Pc16g11630"
"TR5343-c0_g1_i1","Pc16g11630"
"TR6731-c0_g1_i1","Pc16g11690"
"TR15140-c0_g1_i1","Pc16g11690"
"TR7591-c0_g1_i1","Pc16g11690"
"TR9022-c0_g1_i1","Pc16g11690"
"TR2035-c0_g1_i1","Pc16g11690"
"TR10855-c0_g1_i1","Pc16g11740"
"TR9139-c0_g1_i1","Pc16g11900"
"TR14071-c0_g1_i1","Pc16g11920"
"TR8203-c0_g1_i1","Pc16g11920"
"TR13261-c0_g1_i1","Pc16g11930"
"TR4491-c0_g1_i1","Pc16g11950"
"TR6293-c0_g1_i1","Pc16g12030"
"TR14181-c0_g1_i1","Pc16g12030"
"TR3057-c0_g1_i1","Pc16g12050"
"TR10020-c0_g1_i1","Pc16g12050"
"TR13330-c0_g1_i1","Pc16g12120"
"TR13018-c0_g1_i1","Pc16g12130"
"TR5721-c0_g1_i1","Pc16g12140"
"TR9099-c0_g1_i1","Pc16g12160"
"TR12184-c0_g1_i1","Pc16g12160"
"TR5995-c0_g1_i1","Pc16g12160"
"TR2148-c0_g1_i1","Pc16g12270"
"TR11328-c0_g1_i1","Pc16g12270"
"TR10854-c1_g1_i1","Pc16g12270"
"TR3863-c0_g1_i1","Pc16g12270"
"TR4670-c0_g1_i1","Pc16g12280"
"TR10698-c0_g1_i1","Pc16g12280"
"TR12987-c0_g1_i1","Pc16g12310"
"TR15071-c0_g1_i1","Pc16g12320"
"TR6307-c0_g1_i1","Pc16g12330"
"TR5473-c0_g1_i1","Pc16g12340"
"TR12798-c0_g1_i1","Pc16g12350"
"TR6209-c0_g1_i1","Pc16g12350"
"TR13195-c0_g1_i1","Pc16g12350"
"TR8034-c0_g1_i1","Pc16g12370"
"TR500-c0_g1_i1","Pc16g12370"
"TR9727-c0_g1_i1","Pc16g12370"
"TR7220-c0_g1_i1","Pc16g12380"
"TR3437-c0_g1_i1","Pc16g12400"
"TR12551-c0_g1_i1","Pc16g12450"
"TR2442-c0_g1_i1","Pc16g12470"
"TR10462-c0_g1_i1","Pc16g12510"
"TR14451-c0_g1_i1","Pc16g12540"
"TR8463-c1_g1_i1","Pc16g12550"
"TR8463-c0_g1_i1","Pc16g12550"
"TR11308-c0_g1_i1","Pc16g12560"
"TR6287-c0_g2_i1","Pc16g12580"
"TR6287-c0_g1_i1","Pc16g12580"
"TR7102-c0_g1_i1","Pc16g12610"
"TR11902-c0_g1_i1","Pc16g12620"
"TR11872-c0_g1_i1","Pc16g12660"
"TR8408-c0_g1_i1","Pc16g12680"
"TR10150-c0_g1_i1","Pc16g12690"
"TR6330-c0_g1_i1","Pc16g12760"
